NoneSmooth Gaussian Scaling band 1-4(Bastnas)
260 	 47 	 0.088083	0.106448	0.102905	0.092343	
261 	 47 	 0.112306	0.143095	0.133191	0.127574	
262 	 47 	 0.117677	0.153685	0.141316	0.136956	
263 	 47 	 0.100712	0.110379	0.114888	0.109163	
264 	 47 	 0.120324	0.150775	0.148302	0.146555	
265 	 47 	 0.107722	0.118868	0.122253	0.111992	
266 	 47 	 0.124243	0.150584	0.152293	0.149421	
267 	 47 	 0.125366	0.150360	0.152657	0.147768	
268 	 47 	 0.108148	0.112803	0.120759	0.109662	
269 	 47 	 0.152951	0.209800	0.185595	0.200990	
270 	 47 	 0.104582	0.106920	0.121123	0.102713	
271 	 47 	 0.095606	0.117923	0.114676	0.111226	
272 	 47 	 0.092242	0.105940	0.106832	0.101655	
273 	 47 	 0.074191	0.091513	0.087156	0.083709	
274 	 47 	 0.080458	0.100272	0.099103	0.093304	
275 	 47 	 0.093062	0.112954	0.112167	0.104216	
276 	 47 	 0.118569	0.144566	0.135752	0.135030	
277 	 47 	 0.132107	0.151145	0.151541	0.145393	
278 	 47 	 0.113069	0.128971	0.129921	0.125556	
279 	 47 	 0.087262	0.099399	0.098055	0.092609	
280 	 47 	 0.074912	0.088221	0.088605	0.080733	
281 	 47 	 0.107335	0.140170	0.127467	0.130891	
282 	 47 	 0.108191	0.144813	0.129974	0.131881	
283 	 47 	 0.093330	0.111932	0.103884	0.099942	
284 	 47 	 0.090215	0.104887	0.100418	0.094995	
285 	 47 	 0.098021	0.106181	0.106818	0.100732	
286 	 47 	 0.120687	0.134264	0.131077	0.126262	
287 	 47 	 0.158525	0.185334	0.181527	0.182361	
288 	 47 	 0.131634	0.150975	0.157726	0.149711	
289 	 47 	 0.096485	0.112287	0.111511	0.110427	
290 	 47 	 0.094496	0.111006	0.112508	0.102997	
291 	 47 	 0.116654	0.119296	0.132555	0.115768	
292 	 47 	 0.184531	0.245085	0.224810	0.228270	
293 	 47 	 0.117928	0.129418	0.136697	0.121041	
294 	 47 	 0.121983	0.152290	0.144524	0.144511	
295 	 47 	 0.130405	0.157050	0.145984	0.143913	
296 	 47 	 0.098130	0.133255	0.108270	0.109045	
258 	 48 	 0.146729	0.156706	0.164135	0.151129	
259 	 48 	 0.233879	0.281307	0.291154	0.279515	
260 	 48 	 0.249778	0.310224	0.306170	0.301279	
261 	 48 	 0.211096	0.249134	0.245473	0.242699	
262 	 48 	 0.212767	0.263089	0.255561	0.249623	
263 	 48 	 0.184720	0.219980	0.220663	0.211978	
264 	 48 	 0.192869	0.225868	0.231876	0.222280	
265 	 48 	 0.229243	0.292867	0.277519	0.279207	
266 	 48 	 0.220269	0.271143	0.265208	0.257777	
267 	 48 	 0.212706	0.251454	0.251244	0.243563	
268 	 48 	 0.219377	0.277150	0.272175	0.273432	
269 	 48 	 0.265655	0.332241	0.324614	0.329973	
270 	 48 	 0.278835	0.336088	0.332591	0.328562	
271 	 48 	 0.285713	0.361317	0.340137	0.346033	
272 	 48 	 0.243846	0.281425	0.284274	0.269232	
273 	 48 	 0.230934	0.281955	0.276178	0.261525	
274 	 48 	 0.280282	0.340884	0.338726	0.326867	
275 	 48 	 0.341804	0.400642	0.401606	0.381190	
276 	 48 	 0.355342	0.394922	0.414594	0.382807	
277 	 48 	 0.384465	0.441769	0.457708	0.433242	
278 	 48 	 0.404297	0.469494	0.471499	0.452660	
279 	 48 	 0.347309	0.382159	0.402608	0.364990	
280 	 48 	 0.344673	0.395939	0.402999	0.381132	
281 	 48 	 0.420035	0.543461	0.507128	0.508453	
282 	 48 	 0.454119	0.523674	0.535155	0.508326	
283 	 48 	 0.474978	0.535447	0.559690	0.527465	
284 	 48 	 0.542220	0.644517	0.651990	0.632683	
285 	 48 	 0.579991	0.694600	0.687673	0.667843	
286 	 48 	 0.598114	0.717403	0.710331	0.684109	
287 	 48 	 0.600942	0.703077	0.715128	0.683207	
288 	 48 	 0.610538	0.707823	0.728285	0.693025	
289 	 48 	 0.625385	0.714879	0.748557	0.715092	
290 	 48 	 0.654037	0.759154	0.779990	0.750037	
291 	 48 	 0.598651	0.695276	0.705149	0.677282	
292 	 48 	 0.501292	0.600915	0.598648	0.576764	
293 	 48 	 0.414553	0.494061	0.488218	0.477610	
294 	 48 	 0.370754	0.445195	0.429618	0.426262	
295 	 48 	 0.365034	0.447332	0.437792	0.426732	
296 	 48 	 0.417536	0.525621	0.501791	0.490077	
256 	 49 	 0.111313	0.134518	0.131018	0.123564	
257 	 49 	 0.156321	0.197364	0.192517	0.181884	
258 	 49 	 0.209859	0.259309	0.250663	0.242920	
259 	 49 	 0.297237	0.380202	0.355516	0.356969	
260 	 49 	 0.332968	0.425033	0.393955	0.390362	
261 	 49 	 0.304410	0.376869	0.363346	0.362447	
262 	 49 	 0.277510	0.355089	0.338085	0.341565	
263 	 49 	 0.247174	0.314687	0.299082	0.298246	
264 	 49 	 0.260981	0.311263	0.308214	0.299951	
265 	 49 	 0.335442	0.442791	0.407758	0.415872	
266 	 49 	 0.340580	0.436981	0.407395	0.407971	
267 	 49 	 0.273007	0.319223	0.321328	0.304295	
268 	 49 	 0.254612	0.315198	0.302548	0.298869	
269 	 49 	 0.261549	0.325855	0.306086	0.311244	
270 	 49 	 0.298955	0.382228	0.356510	0.353478	
271 	 49 	 0.305321	0.406498	0.372442	0.372304	
272 	 49 	 0.268099	0.313838	0.323137	0.296188	
273 	 49 	 0.295634	0.355312	0.356877	0.335890	
274 	 49 	 0.389998	0.423244	0.453721	0.417972	
275 	 49 	 0.525391	0.605223	0.621121	0.599218	
276 	 49 	 0.617763	0.686796	0.732603	0.689288	
277 	 49 	 0.702889	0.810260	0.842019	0.806082	
278 	 49 	 0.707821	0.773704	0.841896	0.774693	
279 	 49 	 0.719036	0.849065	0.860279	0.842520	
280 	 49 	 0.637176	0.758602	0.763705	0.740943	
281 	 49 	 0.618017	0.723977	0.722722	0.699123	
282 	 49 	 0.688536	0.786057	0.816959	0.776668	
283 	 49 	 0.732252	0.831186	0.866776	0.825927	
284 	 49 	 0.748500	0.895626	0.895080	0.863138	
285 	 49 	 0.743994	0.885273	0.887011	0.859003	
286 	 49 	 0.758301	0.877538	0.894312	0.840618	
287 	 49 	 0.812297	0.946463	0.979232	0.935849	
288 	 49 	 0.874366	1.021459	1.046267	1.007989	
289 	 49 	 0.866777	0.976740	1.034414	0.971749	
290 	 49 	 0.889586	1.043848	1.062956	1.024833	
291 	 49 	 0.834030	0.966301	0.994648	0.935967	
292 	 49 	 0.735365	0.903667	0.894941	0.879985	
293 	 49 	 0.575000	0.676578	0.672092	0.636568	
294 	 49 	 0.450104	0.554111	0.526157	0.508364	
295 	 49 	 0.415661	0.520316	0.494101	0.481931	
296 	 49 	 0.451923	0.557204	0.541399	0.518381	
255 	 50 	 0.133130	0.164874	0.162458	0.158747	
256 	 50 	 0.184329	0.216819	0.220316	0.209333	
257 	 50 	 0.244094	0.317292	0.305311	0.302663	
258 	 50 	 0.293074	0.378428	0.367157	0.362606	
259 	 50 	 0.323228	0.418204	0.393908	0.389632	
260 	 50 	 0.345095	0.434989	0.412840	0.413642	
261 	 50 	 0.297559	0.371555	0.359913	0.353205	
262 	 50 	 0.243670	0.301615	0.290602	0.282206	
263 	 50 	 0.245026	0.314419	0.291299	0.285411	
264 	 50 	 0.250001	0.302075	0.292046	0.280972	
265 	 50 	 0.322248	0.402823	0.385478	0.377757	
266 	 50 	 0.379182	0.512263	0.464638	0.472858	
267 	 50 	 0.329238	0.400942	0.394149	0.383121	
268 	 50 	 0.244465	0.277058	0.284979	0.268608	
269 	 50 	 0.228186	0.264703	0.259973	0.250863	
270 	 50 	 0.249851	0.315308	0.294566	0.290289	
271 	 50 	 0.263643	0.319850	0.306913	0.291687	
272 	 50 	 0.291508	0.340263	0.347173	0.324676	
273 	 50 	 0.364711	0.430489	0.443641	0.429885	
274 	 50 	 0.449930	0.462502	0.524915	0.483485	
275 	 50 	 0.613786	0.686259	0.729461	0.692929	
276 	 50 	 0.795601	0.918558	0.964425	0.927896	
277 	 50 	 0.898457	1.048685	1.092182	1.051145	
278 	 50 	 0.917057	1.033529	1.098778	1.049859	
279 	 50 	 0.895825	1.081631	1.087314	1.075684	
280 	 50 	 0.716686	0.863511	0.857024	0.829214	
281 	 50 	 0.583212	0.643026	0.685149	0.632468	
282 	 50 	 0.731341	0.877054	0.883436	0.876732	
283 	 50 	 0.791460	0.909200	0.945896	0.906672	
284 	 50 	 0.757572	0.906043	0.905562	0.873335	
285 	 50 	 0.688007	0.763487	0.803241	0.747691	
286 	 50 	 0.793566	0.951298	0.948074	0.916483	
287 	 50 	 0.848633	0.985415	1.020037	0.968951	
288 	 50 	 0.834220	1.002145	1.008895	0.980443	
289 	 50 	 0.784099	0.874962	0.924999	0.860915	
290 	 50 	 0.858690	1.021369	1.030529	0.994209	
291 	 50 	 0.902855	1.058873	1.082654	1.042018	
292 	 50 	 0.821551	0.953303	0.978815	0.927043	
293 	 50 	 0.700504	0.860542	0.839414	0.824734	
294 	 50 	 0.497643	0.581357	0.576341	0.545434	
295 	 50 	 0.432422	0.530614	0.509170	0.497389	
296 	 50 	 0.435934	0.530460	0.513732	0.503012	
253 	 51 	 0.208589	0.261193	0.251477	0.250058	
254 	 51 	 0.179934	0.190059	0.208802	0.182871	
255 	 51 	 0.208195	0.267932	0.254682	0.252734	
256 	 51 	 0.255044	0.322058	0.309432	0.308023	
